Timestamp,Window_Title,Hour_of_Day,Day_of_Week,Is_Evening,Is_Early_Morning,Minute_of_Day,Session_Duration_Seconds,Total_Session_Duration_Seconds,Consecutive_Window_Count,Seconds_Since_Last_Switch,Total_Switches_So_Far,Unique_Windows_Last_10,Is_First_in_Hour,Cumulative_Work_Seconds,Time_Bucket,Switches_Last_15min,Switching_Rate_Per_Hour,Session_Length_vs_Average,Is_Extended_Session,Is_Brief_Session,Category,Confidence_Reason,App_Name,App_Type,Duration_Seconds,FQS_Score,Previous_Category,Switch_Cost,CSC_Score
2025-11-08 13:25:27,Working with push protection from the command line - GitHub Docs - Google Chrome,13,Saturday,False,False,805,35,35,7,30,7,2,0,15530,Midday,38,152.0,0.3692480359147025,False,True,High Load,"The user is actively engaged in understanding or implementing push protection using GitHub Docs, which involves problem-solving and technical understanding.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:25:32,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,805,5,15,1,0,3,2,0,15535,Midday,39,156.0,0.1582491582491582,False,True,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:25:37,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,805,10,15,2,5,3,2,0,15540,Midday,39,156.0,0.1582491582491582,False,True,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:25:42,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,805,15,15,3,10,3,2,0,15545,Midday,39,156.0,0.1582491582491582,False,True,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:25:47,Working with push protection from the command line - GitHub Docs - Google Chrome,13,Saturday,False,False,805,5,15,1,0,3,2,0,15550,Midday,39,156.0,0.1582491582491582,False,True,High Load,"The user is actively engaged in understanding or implementing push protection using GitHub Docs, which involves problem-solving and technical understanding.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:25:52,Working with push protection from the command line - GitHub Docs - Google Chrome,13,Saturday,False,False,805,10,15,2,5,3,2,0,15555,Midday,38,152.0,0.1582491582491582,False,True,High Load,"The user is actively engaged in understanding or implementing push protection using GitHub Docs, which involves problem-solving and technical understanding.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:25:57,Working with push protection from the command line - GitHub Docs - Google Chrome,13,Saturday,False,False,805,15,15,3,10,3,2,0,15560,Midday,38,152.0,0.1582491582491582,False,True,High Load,"The user is actively engaged in understanding or implementing push protection using GitHub Docs, which involves problem-solving and technical understanding.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:26:02,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,806,5,5,1,0,1,2,0,15565,Midday,39,156.0,0.052749719416386,False,True,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:26:07,Claude - Google Chrome,13,Saturday,False,False,806,5,60,1,0,12,3,0,15570,Midday,40,160.0,0.632996632996633,False,False,Low Load,"The window title suggests passive consumption or browsing using Google Chrome, which typically involves minimal cognitive effort unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,High Load,15.0,1.0512902198152279
2025-11-08 13:26:12,Claude - Google Chrome,13,Saturday,False,False,806,10,60,2,5,12,3,0,15575,Midday,40,160.0,0.632996632996633,False,False,Low Load,"The window title suggests passive consumption or browsing using Google Chrome, which typically involves minimal cognitive effort unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 13:26:18,Claude - Google Chrome,13,Saturday,False,False,806,15,60,3,10,12,3,0,15580,Midday,40,160.0,0.632996632996633,False,False,Low Load,"The window title suggests passive consumption or browsing using Google Chrome, which typically involves minimal cognitive effort unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 13:26:23,Claude - Google Chrome,13,Saturday,False,False,806,20,60,4,15,12,3,0,15585,Midday,40,160.0,0.632996632996633,False,False,Low Load,"The window title suggests passive consumption or browsing using Google Chrome, which typically involves minimal cognitive effort unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 13:26:28,Claude - Google Chrome,13,Saturday,False,False,806,25,60,5,20,12,3,0,15590,Midday,40,160.0,0.632996632996633,False,False,Low Load,"The window title suggests passive consumption or browsing using Google Chrome, which typically involves minimal cognitive effort unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 13:26:33,Claude - Google Chrome,13,Saturday,False,False,806,30,60,6,25,12,3,0,15595,Midday,40,160.0,0.632996632996633,False,False,Low Load,"The window title suggests passive consumption or browsing using Google Chrome, which typically involves minimal cognitive effort unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 13:26:38,Claude - Google Chrome,13,Saturday,False,False,806,35,60,7,30,12,3,0,15600,Midday,40,160.0,0.632996632996633,False,False,Low Load,"The window title suggests passive consumption or browsing using Google Chrome, which typically involves minimal cognitive effort unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 13:26:43,Claude - Google Chrome,13,Saturday,False,False,806,40,60,8,35,12,3,0,15605,Midday,40,160.0,0.632996632996633,False,False,Low Load,"The window title suggests passive consumption or browsing using Google Chrome, which typically involves minimal cognitive effort unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 13:26:48,Claude - Google Chrome,13,Saturday,False,False,806,45,60,9,40,12,2,0,15610,Midday,40,160.0,0.632996632996633,False,False,Low Load,"The window title suggests passive consumption or browsing using Google Chrome, which typically involves minimal cognitive effort unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 13:26:53,Claude - Google Chrome,13,Saturday,False,False,806,50,60,10,45,12,1,0,15615,Midday,40,160.0,0.632996632996633,False,False,Low Load,"The window title suggests passive consumption or browsing using Google Chrome, which typically involves minimal cognitive effort unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 13:26:58,Claude - Google Chrome,13,Saturday,False,False,806,55,60,11,50,12,1,0,15620,Midday,40,160.0,0.632996632996633,False,False,Low Load,"The window title suggests passive consumption or browsing using Google Chrome, which typically involves minimal cognitive effort unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 13:27:03,Claude - Google Chrome,13,Saturday,False,False,807,60,60,12,55,12,1,0,15625,Midday,40,160.0,0.632996632996633,False,False,Low Load,"The window title suggests passive consumption or browsing using Google Chrome, which typically involves minimal cognitive effort unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 13:27:08,Working with push protection from the command line - GitHub Docs - Google Chrome,13,Saturday,False,False,807,5,5,1,0,1,2,0,15630,Midday,41,164.0,0.052749719416386,False,True,High Load,"The user is actively engaged in understanding or implementing push protection using GitHub Docs, which involves problem-solving and technical understanding.",Google Chrome,Browser,5,55.79802484867792,Low Load,15.0,1.0512902198152279
2025-11-08 13:27:13,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,807,5,85,1,0,17,3,0,15635,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:27:18,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,807,10,85,2,5,17,3,0,15640,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:27:23,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,807,15,85,3,10,17,3,0,15645,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:27:28,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,807,20,85,4,15,17,3,0,15650,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:27:33,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,807,25,85,5,20,17,3,0,15655,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:27:38,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,807,30,85,6,25,17,3,0,15660,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:27:43,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,807,35,85,7,30,17,3,0,15665,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:27:48,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,807,40,85,8,35,17,3,0,15670,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:27:53,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,807,45,85,9,40,17,2,0,15675,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:27:58,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,807,50,85,10,45,17,1,0,15680,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:28:03,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,808,55,85,11,50,17,1,0,15685,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:28:08,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,808,60,85,12,55,17,1,0,15690,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:28:13,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,808,65,85,13,60,17,1,0,15695,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:28:18,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,808,70,85,14,65,17,1,0,15700,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:28:23,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,808,75,85,15,70,17,1,0,15705,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:28:28,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,808,80,85,16,75,17,1,0,15710,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:28:33,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,808,85,85,17,80,17,1,0,15715,Midday,41,164.0,0.8967452300785634,False,False,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:28:38,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,808,5,50,1,0,10,2,0,15720,Midday,42,168.0,0.5274971941638608,False,False,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:28:43,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,808,10,50,2,5,10,2,0,15725,Midday,42,168.0,0.5274971941638608,False,False,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:28:48,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,808,15,50,3,10,10,2,0,15730,Midday,42,168.0,0.5274971941638608,False,False,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:28:53,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,808,20,50,4,15,10,2,0,15735,Midday,42,168.0,0.5274971941638608,False,False,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:28:58,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,808,25,50,5,20,10,2,0,15740,Midday,42,168.0,0.5274971941638608,False,False,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:29:03,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,809,30,50,6,25,10,2,0,15745,Midday,42,168.0,0.5274971941638608,False,False,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:29:08,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,809,35,50,7,30,10,2,0,15750,Midday,42,168.0,0.5274971941638608,False,False,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:29:13,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,809,40,50,8,35,10,2,0,15755,Midday,42,168.0,0.5274971941638608,False,False,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:29:18,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,809,45,50,9,40,10,2,0,15760,Midday,42,168.0,0.5274971941638608,False,False,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:29:23,App.js - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,809,50,50,10,45,10,1,0,15765,Midday,42,168.0,0.5274971941638608,False,False,High Load,"The window title indicates active coding work in Visual Studio Code, which requires focused attention and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:29:28,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,809,5,20,1,0,4,2,0,15770,Midday,43,172.0,0.2109988776655443,False,True,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:29:33,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,809,10,20,2,5,4,2,0,15775,Midday,43,172.0,0.2109988776655443,False,True,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:29:38,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,809,15,20,3,10,4,2,0,15780,Midday,43,172.0,0.2109988776655443,False,True,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:29:43,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,809,20,20,4,15,4,2,0,15785,Midday,43,172.0,0.2109988776655443,False,True,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:29:48,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,809,5,5,1,0,1,3,0,15790,Midday,43,172.0,0.052749719416386,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:29:53,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,809,5,10,1,0,2,3,0,15795,Midday,43,172.0,0.1054994388327721,False,True,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:29:58,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,809,10,10,2,5,2,3,0,15800,Midday,43,172.0,0.1054994388327721,False,True,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:30:03,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,810,5,15,1,0,3,3,0,15805,Midday,44,176.0,0.1582491582491582,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:30:08,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,810,10,15,2,5,3,3,0,15810,Midday,44,176.0,0.1582491582491582,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:30:13,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,810,15,15,3,10,3,2,0,15815,Midday,44,176.0,0.1582491582491582,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:30:18,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,810,5,5,1,0,1,2,0,15820,Midday,44,176.0,0.052749719416386,False,True,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:30:23,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,810,5,35,1,0,7,2,0,15825,Midday,44,176.0,0.3692480359147025,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:30:28,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,810,10,35,2,5,7,2,0,15830,Midday,43,172.0,0.3692480359147025,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:30:33,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,810,15,35,3,10,7,2,0,15835,Midday,43,172.0,0.3692480359147025,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:30:38,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,810,20,35,4,15,7,2,0,15840,Midday,43,172.0,0.3692480359147025,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:30:43,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,810,25,35,5,20,7,2,0,15845,Midday,43,172.0,0.3692480359147025,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:30:48,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,810,30,35,6,25,7,2,0,15850,Midday,43,172.0,0.3692480359147025,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:30:53,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,810,35,35,7,30,7,2,0,15855,Midday,43,172.0,0.3692480359147025,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:30:58,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,810,5,10,1,0,2,2,0,15860,Midday,44,176.0,0.1054994388327721,False,True,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:31:03,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,811,10,10,2,5,2,2,0,15865,Midday,44,176.0,0.1054994388327721,False,True,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:31:08,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,811,5,10,1,0,2,2,0,15870,Midday,45,180.0,0.1054994388327721,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:31:13,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,811,10,10,2,5,2,2,0,15875,Midday,45,180.0,0.1054994388327721,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:31:18,Removing secrets before pushing to repository - Claude - Google Chrome,13,Saturday,False,False,811,5,5,1,0,1,2,0,15880,Midday,46,184.0,0.052749719416386,False,True,High Load,"The user is actively engaged in a task that involves problem-solving and attention to detail, specifically removing secrets before pushing to a repository, which is a critical step in development workflows.",Google Chrome,Browser,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 13:31:23,.gitignore - HackPrinceton [Codespaces: organic space umbrella] - Visual Studio Code - Google Chrome,13,Saturday,False,False,811,5,5,1,0,1,2,0,15885,Midday,47,188.0,0.052749719416386,False,True,High Load,"The window title indicates active coding work within Visual Studio Code, which involves editing a .gitignore file. This requires concentration and understanding of project structure, hence it's categorized as High Load.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
